sys_sch,SystemId,SystemName,SchoolId,SchoolName,Grade14,Achievement14E,Progress14E,Gap14E,Challenge14E,CCRPIScore14E,performance14_1E,performance14_2E,performance14_3E,performance14_4E,performance14_9E,performance14_10E,Achievement13E,Progress13E,Gap13E,Challenge13E,CCRPIScore13E,performance13_1E,performance13_2E,performance13_3E,performance13_4E,Achievement12E,Progress12E,Gap12E,Challenge12E,CCRPIScore12E,performance12_1E,performance12_2E,performance12_3E,performance12_4E,Achievement14H,Progress14H,Gap14H,Challenge14H,CCRPIScore14H,performance14_2H,performance14_3H,performance14_6H,performance14_7H,performance14_11H,performance14_12H,performance14_17H,Achievement13H,Progress13H,Gap13H,Challenge13H,CCRPIScore13H,performance13_2H,performance13_3H,performance13_6H,performance13_7H,Achievement12H,Progress12H,Gap12H,Challenge12H,CCRPIScore12H,performance12_2H,performance12_6H,performance12_7H,Achievement14M,Progress14M,Gap14M,Challenge14M,CCRPIScore14M,performance14_1M,performance14_2M,performance14_3M,performance14_4M,performance14_9M,Achievement13M,Progress13M,Gap13M,Challenge13M,CCRPIScore13M,performance13_1M,performance13_2M,performance13_3M,performance13_4M,Achievement12M,Progress12M,Gap12M,Challenge12M,CCRPIScore12M,performance12_1M,performance12_2M,performance12_3M,performance12_4M,SingleScore14,SingleScore13,SingleScore12,enrollment_count,enroll_percent_asian,enroll_percent_native,enroll_percent_black,enroll_percent_hispanic,enroll_percent_multiracial,enroll_percent_white,enroll_percent_ed,enroll_percent_swd,enroll_percent_lep,Grades,Phone_Number,Street,City,State,Zip_Code,enroll_E_12,enroll_H_12,enroll_M_12,total_enroll12,E_pct_12,M_pct_12,H_pct_12,enroll_E_13,enroll_H_13,enroll_M_13,total_enroll13,E_pct_13,M_pct_13,H_pct_13,enroll_E_14,enroll_H_14,enroll_M_14,total_enroll14,E_pct_14,M_pct_14,H_pct_14,Grade13,Grade12
6075050,607,Barrow County,5050,Statham Elementary School,C,46.8,16.2,9,5.5,77.5,90.7,95.7,87.7,83.4,68.2,56.5,48.8,17.7,9,6.2,81.7,90.7,94.7,88.5,81.8,44.4,16.5,7,5,72.9,91.5,93,83,73.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.5,81.6999969482422,72.9000015258789,837,4,0,14,16,3,62,65,9.80000019073486,14,K-5,(770) 725-7112,1970 Broad St,Statham,GA,30666,853,,,853,1,,,912,,,912,1,,,967,,,967,1,,,B,C
608101,608,Bartow County,101,Woodland Middle School at Euharlee,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.1,14.5,9,2.4,74,94.6,96.9,83.6,82.3,82.8,47,15.2,7,3.4,72.6,93,96.7,82.1,80.3,47.5,14.9,13,3.2,78.6,95,97.8,83.3,80.9,74,72.5999984741211,78.5999984741211,843,0,0,8,8,2,80,57,12.1999998092651,1,6-8,(770) 606-5871,1061 Euharlee Rd,Euharlee,GA,30145,,,965,965,,1,,,,926,926,,1,,,,908,908,,1,,C,C
608104,608,Bartow County,104,Clear Creek Elementary School,B,48.9,17.7,12,5.5,84.1,92.4,98.5,86.6,82.4,68.7,66.3,47.2,15.9,6,5.2,74.3,92.8,95.9,82.2,78.8,46.6,14.2,5,6.5,72.3,92.3,95.6,85.7,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.0999984741211,74.3000030517578,72.3000030517578,546,0,0,3,5,3,87,64,9.5,4,K-5,(770) 606-5403,50 Pleasant Valley Rd Nw,Cartersville,GA,30121,634,,,634,1,,,632,,,632,1,,,607,,,607,1,,,C,C
608105,608,Bartow County,105,Adairsville High School,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.2,15.6,7.5,1.9,66.2,93.1,31.8,64.3,70,50.9,41.7,67.2,40.8,14.5,3.8,2.3,61.4,91.1,27.5,66.8,71.5,40.2,14.2,10,1.9,66.3,84.4,70.3,70.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.1999969482422,61.4000015258789,66.3000030517578,941,1,0,5,5,1,88,52,11.6999998092651,2,9-12,(770) 606-4151,519 Old Highway 41 Nw,Adairsville,GA,30103,,1023,,1023,,,1,,1039,,1039,,,1,,1022,,1022,,,1,D,D
608106,608,Bartow County,106,Pine Log Elementary,B,49.2,16.6,8,7,80.8,96.2,97.8,89.8,82.9,61.8,68.7,47.3,18.3,10,5.7,81.3,93,96.8,89.7,81.5,46,17.1,4,5.1,72.2,92.4,95.9,88.3,79.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.8000030517578,81.3000030517578,72.1999969482422,389,0,0,1,7,2,90,63,13.1000003814697,5,K-5,(770) 606-5864,1095 Cass Pine Log Rd,Rydal,GA,30171,441,,,441,1,,,432,,,432,1,,,424,,,424,1,,,B,C
608107,608,Bartow County,107,Euharlee Elementary School,C,48.9,15.2,6,4.3,74.4,92.8,96.7,84.9,81,66,79.2,50.1,17.5,9,5.2,81.8,91.4,96.3,89,84.7,46.7,18,9,4.8,78.5,93.6,96.5,83.3,81.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.4000015258789,81.8000030517578,78.5,564,0,0,7,6,4,83,57,10.8000001907349,4,K-5,(770) 606-5872,1058 Euharlee Rd,Euharlee,GA,30145,782,,,782,1,,,656,,,656,1,,,619,,,619,1,,,B,C
608114,608,Bartow County,114,Cass High School,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.6,15.2,3.8,1.9,60.5,89.8,30.8,69.4,59.4,43.1,47.3,67.2,40.2,16.5,7.5,2.9,67.1,89.7,26.6,70.9,65.2,39.6,13.9,10,0.9,64.4,84.9,71.9,63.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.5,67.0999984741211,64.4000015258789,1555,1,0,14,11,3,71,58,10.6999998092651,3,9-12,(770) 606-5800,1000 Colonel Way Ne,White,GA,30184,,1543,,1543,,,1,,1574,,1574,,,1,,1669,,1669,,,1,D,D
608115,608,Bartow County,115,Cloverleaf Elementary,D,45.7,15.7,3,4.2,68.6,89.5,94.8,89.5,76.1,63.6,57.3,49.9,17.9,7,5.5,80.3,91.3,95.3,88.1,83.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.5999984741211,80.3000030517578,,706,3,0,12,16,4,66,68,9.10000038146973,12,K-5,(770) 606-5847,291 Highway 20 Spur,Cartersville,GA,30121,,,,,,,,801,,,801,1,,,819,,,819,1,,,B,A
608175,608,Bartow County,175,White Elementary School,B,51.3,18.2,12,7.2,88.7,95.3,97.7,90.2,87.8,75.9,72.8,51.3,20.4,12,4.9,88.6,93.5,96.7,91.8,84,50.3,18.6,4,2.5,75.4,92.5,93.3,84.6,81.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.6999969482422,88.5999984741211,75.4000015258789,557,2,0,13,11,4,70,61,11.1000003814697,10,K-5,(770) 606-5869,505 Colonel Way,White,GA,30184,635,,,635,1,,,610,,,610,1,,,622,,,622,1,,,B,C
608177,608,Bartow County,177,Adairsville Elementary School,C,48.5,14.4,7,3.6,73.5,91.7,95,91.1,85.4,76.8,71.1,49.5,15.5,10,6.3,81.3,92.5,96.3,85.8,84.7,46.6,14.5,13,5.4,79.5,93.5,95.3,86,80.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.5,81.3000030517578,79.5,658,0,0,9,5,5,81,64,6.80000019073486,4,K-5,(770) 606-5840,122 King St,Adairsville,GA,30103,713,,,713,1,,,709,,,709,1,,,706,,,706,1,,,B,C
608186,608,Bartow County,186,Mission Road Elementary School,B,52.5,15.5,15,6.1,89.1,95.4,97.2,91.7,88,73.7,65.3,48.7,14.1,5,4.5,72.3,92.6,95.5,86.4,81.3,47.2,15,12,5.8,80,93,96.1,87.2,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.0999984741211,72.3000030517578,80,443,0,1,9,10,3,77,57,11.1000003814697,7,K-5,(770) 606-5863,1100 Mission Rd Sw,Cartersville,GA,30120,572,,,572,1,,,549,,,549,1,,,490,,,490,1,,,C,B
608190,608,Bartow County,190,South Central Middle School,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.1,15.6,4,2.5,68.2,92.1,95.2,80.9,80.8,77.1,45.2,16.4,12,5.2,78.8,93.7,96.2,81.2,78.3,45.1,15.4,7,3.6,71.1,91.4,95.1,79.1,73.3,68.1999969482422,78.8000030517578,71.0999984741211,648,1,0,6,15,3,74,73,12.1999998092651,4,6-8,(770) 606-5865,224 Old Alabama Rd Se,Emerson,GA,30137,,,786,786,,1,,,,774,774,,1,,,,741,741,,1,,C,C
608195,608,Bartow County,195,Cass Middle School,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.6,15.3,3,1.8,67.7,90.4,96,87.7,78.5,75.9,48,15.9,9,4.1,77,92.9,96,88.4,78,46.9,15.5,11,4,77.4,94.1,95.5,84.1,79.4,67.6999969482422,77,77.4000015258789,980,2,0,13,12,4,70,64,11.6000003814697,5,6-8,(770) 606-5846,195 Fire Tower Rd Nw,Cartersville,GA,30120,,,1142,1142,,1,,,,1133,1133,,1,,,,1108,1108,,1,,C,C
608196,608,Bartow County,196,Allatoona Elementary School,C,46.9,16.8,5,4.9,73.6,89.4,94.4,81.4,79.9,68.6,67.2,46.6,15.3,9,7.1,78,90.2,95.3,89.6,80.2,44.8,13.5,3,7.1,68.4,90.3,92.7,87.9,77.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.5999984741211,78,68.4000015258789,436,0,0,4,18,4,73,81,9.60000038146973,15,K-5,(770) 606-5843,4150 New Hope Church Rd Se,Acworth,GA,30102,540,,,540,1,,,505,,,505,1,,,512,,,512,1,,,C,D
608198,608,Bartow County,198,Woodland High School,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.2,16.2,3.8,1.5,64.7,93.5,38.6,69.6,72.9,57.1,44.3,75.7,45.2,18.3,12.5,3.7,79.7,93.3,38.4,75.4,84.5,42.6,15.4,5,2.6,65.6,91.6,78.1,81.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.6999969482422,79.6999969482422,65.5999984741211,1720,1,0,9,9,2,80,50,11.3000001907349,1,9-12,(770) 606-5870,800 Old Alabama Rd Se,Cartersville,GA,30120,,1896,,1896,,,1,,1869,,1869,,,1,,1829,,1829,,,1,C,D
6082052,608,Bartow County,2052,Emerson Elementary School,D,45.6,11.2,5,6.4,68.2,94.5,96.7,93.4,79,55,57.4,46.8,16.6,11,7.9,82.3,93,95.9,89.5,83.1,44.5,16.5,7,4.5,72.5,92.1,92.1,88.2,78.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.1999969482422,82.3000030517578,72.5,396,0,0,4,11,3,82,76,8.60000038146973,8,K-5,(770) 606-5848,54 7Th St,Emerson,GA,30137,457,,,457,1,,,448,,,448,1,,,469,,,469,1,,,B,C
608296,608,Bartow County,296,Kingston Elementary School,B,49.9,16.2,12,9.2,87.3,95.6,98.2,95.1,84.9,64.3,75.9,47,17.9,7,6.3,78.2,91.1,96,85.3,81.3,46.6,15.9,8,7.5,78,92,95.1,85.7,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.3000030517578,78.1999969482422,78,525,1,0,18,18,6,58,83,7.59999990463257,14,K-5,(770) 606-5850,240 Hardin Bridge Rd,Kingston,GA,30145,582,,,582,1,,,606,,,606,1,,,628,,,628,1,,,C,C
608301,608,Bartow County,301,Adairsville Middle School,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.2,16,9,1.2,75.4,92.6,96.6,85.5,78.6,72.9,47.2,16,6,2.3,71.5,91.6,94.7,87.2,77.4,46.4,15.6,9,1.9,72.9,90.6,96.6,78.8,78.4,75.4000015258789,71.5,72.9000015258789,712,0,0,4,4,3,88,57,14.1999998092651,2,6-8,(770) 606-5842,485 Old Highway 41 Nw,Adairsville,GA,30103,,,817,817,,1,,,,797,797,,1,,,,777,777,,1,,C,C
608377,608,Bartow County,377,Hamilton Crossing Elementary School,C,49,15.7,9,3.2,76.9,88.4,93.8,85.5,79.3,64.1,70.3,45.2,15.4,1,2.7,64.3,89.1,93.2,83,76.5,47.9,16.5,7,2,73.4,91.2,93.2,85.5,80.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.9000015258789,64.3000030517578,73.4000015258789,603,2,0,10,21,3,64,63,14.3999996185303,22,K-5,(770) 606-5849,116 Hamilton Crossing Rd Nw,Cartersville,GA,30120,701,,,701,1,,,696,,,696,1,,,663,,,663,1,,,D,C
608396,608,Bartow County,396,Taylorsville Elementary School,B,55.5,11.5,11,6.3,84.3,98.1,99.2,96.2,94,86.4,83.2,56.9,15.3,14,5.7,91.9,98,99.2,96.1,96.1,56.3,13.4,14,6.4,90.1,97.3,98.2,96.8,94.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.3000030517578,91.9000015258789,90.0999984741211,507,1,0,5,9,2,82,60,8.30000019073486,6,K-5,(770) 606-5867,1502 Old Alabama Rd,Taylorsville,GA,30178,503,,,503,1,,,571,,,571,1,,,566,,,566,1,,,A,A
609111,609,Ben Hill County,111,Ben Hill Elementary School,C,47.4,15,9,7.6,79,90.4,95.4,91.3,83.2,57.5,54.4,47.1,15.6,5,6.4,74.1,90.3,94.6,86.8,79.9,43.3,15.7,9,6.6,74.6,93.4,95.3,86.6,79.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,74.0999984741211,74.5999984741211,697,1,0,43,13,2,40,81,16.3999996185303,8,3-5,(229) 409-5586,328 Lobinger Ave,Fitzgerald,GA,31750,796,,,796,1,,,752,,,752,1,,,748,,,748,1,,,C,C
609196,609,Ben Hill County,196,Ben Hill County Primary School,A,53.9,NA,NA,1.5,91.3,92.6,97.5,91.6,,,,52.7,,,0.5,88.3,89.9,97.5,88.5,,52.3,,,0.5,87.7,95.4,98.2,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.3000030517578,88.3000030517578,87.6999969482422,905,1,0,43,12,3,41,86,12.5,9,K-2,(229) 409-5592,221 Jc Hunter Rd,Fitzgerald,GA,31750,935,,,935,1,,,997,,,997,1,,,984,,,984,1,,,B,B
609291,609,Ben Hill County,291,Fitzgerald High School,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.1,13.3,1.2,2.8,59.4,89.4,31.1,72.6,47.5,65.3,48.1,74.2,44.9,16.6,7.5,5.2,74.2,98,27.9,80.1,77.9,43.4,17.6,7.5,5.1,73.6,87.6,81.5,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.4000015258789,74.1999969482422,73.5999984741211,777,1,0,43,9,1,47,81,14.8999996185303,1,9-12,(229) 409-5530,601 W Cypress St,Fitzgerald,GA,31750,,815,,815,,,1,,800,,800,,,1,,833,,833,,,1,C,C
609296,609,Ben Hill County,296,Ben Hill County Middle School,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,16.8,12,5.7,82.5,91.8,96.6,87.4,80.1,68.4,44.1,17.3,11,1.3,73.7,90.5,92.4,85.4,75.4,41.1,15.4,10,0.5,67,89,91.2,80.8,63.9,82.5,73.6999969482422,67,726,1,0,37,11,3,48,80,14.5,2,6-8,(229) 409-5578,134 Jc Hunter Rd,Fitzgerald,GA,31750,,,809,809,,1,,,,802,802,,1,,,,784,784,,1,,C,D
610101,610,Berrien County,101,Berrien High School,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.1,14.1,7.5,2.2,65.9,87.6,31.5,78.1,67.2,63.1,52.9,67.5,42,14.3,7.5,2,65.8,88.6,30.9,76,70.6,41.7,15.5,7.5,1.6,66.3,86.4,68.8,55.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.9000015258789,65.8000030517578,66.3000030517578,798,1,0,11,8,1,79,60,11.6999998092651,1,9-12,(229) 686-7428,500 E Smith Ave,Nashville,GA,31639,,871,,871,,,1,,847,,847,,,1,,840,,840,,,1,D,D
610106,610,Berrien County,106,Berrien Academy Performance Learning Center,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.9,14.9,5,1.5,43.3,73.7,,57.6,0,,,13.8,26.7,15.8,,2,52,68.8,,53.3,,21.8,15.3,,0,43.6,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.2999992370605,52,43.5999984741211,73,0,1,12,4,0,82,84,0,1,9-12,(229) 686-6576,1015 Exum Rd,Nashville,GA,31639,,106,,106,,,1,,101,,101,,,1,,97,,97,,,1,F,F
610194,610,Berrien County,194,Berrien Middle School,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.6,14.6,10,4.8,80,94.1,96.8,92.7,81.5,74.8,48.6,14.7,6,4.4,73.7,93,95.9,90.5,80.7,48.2,16,12,4.1,80.3,95.4,97.5,89,86.7,80,73.6999969482422,80.3000030517578,720,0,0,12,9,2,76,73,10.8000001907349,2,6-8,(229) 686-2021,800 Tifton Rd,Nashville,GA,31639,,,780,780,,1,,,,795,795,,1,,,,787,787,,1,,C,B
610195,610,Berrien County,195,Berrien Elementary School,A,55.2,16.9,14,7.6,93.7,97.6,98.8,96.4,93.2,80,79,53.4,16.6,12,7.3,89.3,97.4,98.7,94.2,92.7,51.7,17,12,6.8,87.5,97,96.4,93.6,91.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.6999969482422,89.3000030517578,87.5,696,1,0,11,8,2,77,67,9.10000038146973,4,3-5,(229) 686-2939,802 Middle School Cir,Nashville,GA,31639,761,,,761,1,,,767,,,767,1,,,773,,,773,1,,,B,B
6105050,610,Berrien County,5050,Berrien Primary School,A,57.5,NA,NA,0,95.8,98,99,96,,,,54.3,,,0.5,91,95.6,98.1,89.8,,53.6,,,0,89.3,95,98.5,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.8000030517578,91,89.3000030517578,802,0,0,14,9,2,75,77,10.6000003814697,6,K-2,(229) 686-7438,1427 N Davis St,Nashville,GA,31639,839,,,839,1,,,874,,,874,1,,,892,,,892,1,,,A,B
6111005,611,Bibb County,1005,Brookdale Elementary School,F,30.7,17.3,3,0,51,71.5,80.8,57,53.9,15.7,32.8,30.8,17.4,11,0,59.2,75.9,79.1,54.9,50.5,29.1,13.9,0,0,43,71.9,76.2,44.8,45.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,59.2000007629395,43,431,0,0,93,2,1,4,99,6,1,K-5,(478) 779-2783,3600 Brookdale Ave,Macon,GA,31204,551,,,551,1,,,536,,,536,1,,,508,,,508,1,,,F,F
611103,611,Bibb County,103,Skyview Elementary School,C,47.8,16.2,4,3.1,71.1,94.2,95.9,83.5,81.7,62.8,73.8,49.1,16.9,6,5.8,77.8,94.7,96.7,84.5,81.9,50.1,17,10,5.6,82.7,95.4,96.6,87,86.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.0999984741211,77.8000030517578,82.6999969482422,497,1,0,32,2,4,62,63,11.1000003814697,1,K-5,(478) 779-3956,5700 Fulton Mill Rd,Lizella,GA,31052,566,,,566,1,,,524,,,524,1,,,546,,,546,1,,,C,B
611104,611,Bibb County,104,Burdell Elementary School,D,40.1,18.6,2,2.4,63.1,81.7,85.9,73.2,64.4,25.8,47.2,38.6,18.7,11,6.6,74.9,84.8,89.4,78.8,65,39.9,16.6,10,3.2,69.7,83.3,83.3,77.5,63.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.0999984741211,74.9000015258789,69.6999969482422,507,0,0,91,5,1,2,96,7.69999980926514,3,K-5,(478) 779-2937,972 Fort Hill St,Macon,GA,31217,583,,,583,1,,,585,,,585,1,,,586,,,586,1,,,C,D
611105,611,Bibb County,105,Howard High School,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.3,16.3,5,3.7,66.3,93.7,29.7,61.2,74.2,56.3,51.2,71,41,16.9,10,2.9,70.8,92.1,29.1,71.4,62.9,39.6,14.9,5,1.1,60.6,85.9,63.3,62.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.3000030517578,70.8000030517578,60.5999984741211,1137,4,0,56,3,3,33,61,13,2,9-12,(478) 779-7852,6600 Forsyth Rd,Macon,GA,31210,,1320,,1320,,,1,,1370,,1370,,,1,,1287,,1287,,,1,C,D
6111050,611,Bibb County,1050,Alexander II Magnet School,B,57,17.2,10,5.6,89.8,98.1,99.6,96.9,96.1,80,89.7,53.6,18.9,12,5.2,89.7,98.9,99.6,95.9,96.6,55.7,17.6,11,4.1,88.4,97.9,98.3,95.8,95.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.8000030517578,89.6999969482422,88.4000015258789,586,4,0,53,2,3,39,53,4.59999990463257,1,K-5,(478) 779-2679,1156 College St,Macon,GA,31201,562,,,562,1,,,540,,,540,1,,,599,,,599,1,,,B,B
6111054,611,Bibb County,1054,Bernd Elementary School,D,43.2,14,4,6.1,67.3,88.2,93.6,85.4,73.1,38.2,60.3,40.9,13.1,5,7.9,66.9,90.4,95.2,83.5,75.9,45.2,17,12,5.6,79.8,93.4,95.4,85.1,74.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.3000030517578,66.9000015258789,79.8000030517578,420,0,0,89,0,1,10,93,6.69999980926514,0,K-5,(478) 779-2730,4160 Ocmulgee East Blvd,Macon,GA,31217,497,,,497,1,,,490,,,490,1,,,487,,,487,1,,,D,C
6111058,611,Bibb County,1058,King - Danforth Elementary School,F,27.3,14.1,3,0.5,44.9,66.1,79.8,52.4,36.3,23.4,28.3,25,14.5,14,0,53.5,72.4,79.3,50,46.1,25.6,12.8,4,0.5,42.9,55.6,69.7,42.4,43.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.9000015258789,53.5,42.9000015258789,301,0,0,97,1,1,2,100,2.29999995231628,0,K-5,(478) 779-2100,1301 Shurling Dr,Macon,GA,31211,325,,,325,1,,,358,,,358,1,,,408,,,408,1,,,F,F
6111067,611,Bibb County,1067,Porter Elementary School,C,45.4,16.3,11,4.5,77.2,92.6,95.7,83.5,78.2,64,64.7,41.7,13.1,1,0.4,56.2,85.3,89.2,81.9,72.1,44.8,16.5,9,2.1,72.4,91,92.7,81,83.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.1999969482422,56.2000007629395,72.4000015258789,434,1,0,26,25,4,44,69,5.80000019073486,17,K-5,(478) 779-4350,5802 School Rd,Macon,GA,31216,498,,,498,1,,,496,,,496,1,,,470,,,470,1,,,F,C
611107,611,Bibb County,107,Bloomfield Middle School,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.7,15.7,7,0,59.4,80.4,82.5,59.9,53.9,52.7,33.1,13.4,5,0.5,52,80.3,85.3,63,42.2,29.9,14.8,4,0,48.7,82.6,86.6,65.4,44.3,59.4000015258789,52,48.7000007629395,473,0,0,93,4,1,2,99,16.2999992370605,1,6-8,(478) 779-4800,4375 Bloomfield Rd,Macon,GA,31206,,,625,625,,1,,,,614,614,,1,,,,567,567,,1,,F,F
611108,611,Bibb County,108,Ballard Hudson Middle School,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.3,14.9,4,0,49.2,80,82.7,54.4,35.9,46,31.1,14.9,5,0,51,80.4,85.1,66.5,37.7,34.7,16.7,2,0,53.4,80.1,83.6,66.9,42.5,49.2000007629395,51,53.4000015258789,401,0,0,97,1,1,2,99,17.2000007629395,0,6-8,(478) 779-3390,1070 Anthony Rd,Macon,GA,31204,,,574,574,,1,,,,535,535,,1,,,,470,470,,1,,F,F
611109,611,Bibb County,109,Bruce Elementary School,F,30.4,14.6,5,0,50,73.7,79.1,54.9,42.9,33.3,29.2,29.9,18.4,10,0,58.3,68.3,77.4,60.8,48.9,25.1,15.9,0,0.5,41.5,67.5,72.8,47.6,37.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,58.2999992370605,41.5,483,0,0,93,3,1,3,98,6,0,K-5,(478) 779-4558,3660 Houston Ave,Macon,GA,31206,545,,,545,1,,,542,,,542,1,,,568,,,568,1,,,F,F
6111105,611,Bibb County,1105,Springdale Elementary School,B,55.5,18,10,5.1,88.6,95.9,98.3,92.6,92.3,78.3,83.7,55.1,17.6,11,3.5,87.2,95.7,98.8,90.1,94.1,55,16.7,11,3.6,86.3,99.7,99.4,91.1,92.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.5999984741211,87.1999969482422,86.3000030517578,633,6,0,31,1,3,58,36,7.59999990463257,2,K-5,(478) 779-3750,4965 Northside Dr,Macon,GA,31210,659,,,659,1,,,713,,,713,1,,,686,,,686,1,,,B,B
6111205,611,Bibb County,1205,Carter Elementary School,D,47.6,13.5,4,4.8,69.9,90.9,94.2,88.5,81.5,50.7,77.6,48.4,15.5,7,4.8,75.7,93.6,94.8,86.7,82.3,47.6,17.1,9,2.8,76.5,92.7,94.9,81.2,80.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.9000015258789,75.6999969482422,76.5,546,9,0,52,4,2,32,63,7.69999980926514,7,K-5,(478) 779-3350,5910 Zebulon Rd,Macon,GA,31210,580,,,580,1,,,594,,,594,1,,,610,,,610,1,,,C,C
6111305,611,Bibb County,1305,Lane Elementary School,D,43.5,14.8,4,3.4,65.7,89,95.7,87.1,74.3,50,63.4,45.9,14,4,7,70.9,91.9,94.3,83.3,75.1,45.6,14.9,6,6.8,73.3,93.6,94.9,85.2,81.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.6999969482422,70.9000015258789,73.3000030517578,486,2,0,70,7,3,17,90,8.39999961853027,6,K-5,(478) 779-3150,990 Newport Rd,Macon,GA,31210,609,,,609,1,,,590,,,590,1,,,579,,,579,1,,,C,C
